traffic_mean,traffic_std,packet_rate,packet_variance,active_hosts,traffic_entropy,label
-62.25,8.498,1.6,72.214,8,3.446,0
-62.231,8.167,2.6,66.692,13,3.341,0
-57.667,3.83,1.2,14.667,6,3.438,0
-62.571,8.264,1.4,68.286,7,3.289,0
-63.222,6.741,1.8,45.444,9,3.314,0
-63.333,9.108,3.0,82.952,15,3.473,0
-64.625,8.176,1.6,66.839,8,3.426,0
-61.833,4.446,1.2,19.767,6,3.343,0
-64.857,6.986,1.4,48.81,7,3.369,0
-33.071,5.797,2.8,33.61,14,3.319,1
-60.364,7.201,2.2,51.855,11,3.31,0
-58.0,6.797,2.2,46.2,11,3.377,0
-58.3,9.214,2.0,84.9,10,3.346,0
-59.375,8.733,1.6,76.268,8,3.359,0
-64.6,6.791,3.0,46.114,15,3.303,0
-63.846,8.265,2.6,68.308,13,3.334,0
-64.615,5.62,2.6,31.59,13,3.366,0
-64.0,6.387,1.2,40.8,6,3.343,0
-64.75,8.248,2.4,68.023,12,3.365,0
-60.875,8.855,1.6,78.411,8,3.398,0
-63.333,6.919,1.2,47.867,6,3.488,0
-63.4,6.229,1.0,38.8,5,3.358,0
-31.235,5.226,3.4,27.316,17,3.335,1
-60.143,5.843,1.4,34.143,7,3.287,0
-59.8,5.493,2.0,30.178,10,3.348,1
-66.417,7.077,2.4,50.083,12,3.463,0
-61.545,6.729,2.2,45.273,11,3.383,0
-59.385,7.332,2.6,53.756,13,3.391,0
-58.667,7.089,1.8,50.25,9,3.308,0
-59.286,3.498,1.4,12.238,7,3.453,0
-59.692,5.633,2.6,31.731,13,3.356,1
-63.1,6.045,2.0,36.544,10,3.329,0
-64.8,7.584,2.0,57.511,10,3.427,0
-60.455,8.454,2.2,71.473,11,3.404,0
-63.25,7.497,2.4,56.205,12,3.404,0
-57.0,7.131,3.0,50.857,15,3.401,0
-63.615,5.81,2.6,33.756,13,3.437,0
-63.571,6.914,2.8,47.802,14,3.339,0
-59.625,7.21,1.6,51.982,8,3.391,0
-59.0,7.703,2.0,59.333,10,3.321,0
-61.667,6.863,3.0,47.095,15,3.361,0
-62.231,4.512,2.6,20.359,13,3.481,0
-61.182,5.528,2.2,30.564,11,3.381,0
-57.667,7.89,1.8,62.25,9,3.414,0
-61.429,4.65,1.4,21.619,7,3.494,0
-64.25,8.892,1.6,79.071,8,3.435,0
-66.333,6.408,1.2,41.067,6,3.414,0
-63.667,7.73,1.8,59.75,9,3.361,0
-64.455,7.634,2.2,58.273,11,3.43,0
-64.857,6.568,1.4,43.143,7,3.411,0
-62.727,5.515,2.2,30.418,11,3.474,0
-63.4,7.069,3.0,49.971,15,3.349,0
-62.455,7.515,2.2,56.473,11,3.376,0
-63.833,6.9,2.4,47.606,12,3.427,0
-60.8,6.143,2.0,37.733,10,3.421,0
-55.8,5.933,1.0,35.2,5,3.333,0
-65.667,6.665,2.4,44.424,12,3.359,0
-59.778,6.797,1.8,46.194,9,3.34,0
-63.0,6.803,1.6,46.286,8,3.391,0
-61.1,6.19,2.0,38.322,10,3.335,0
-67.0,2.121,1.0,4.5,5,3.335,0
-60.0,5.844,2.8,34.154,14,3.431,0
-62.333,4.359,1.8,19.0,9,3.436,1
-60.917,8.361,2.4,69.902,12,3.37,0
-64.5,7.047,2.8,49.654,14,3.371,0
-63.0,10.119,1.2,102.4,6,3.319,0
-63.833,8.178,2.4,66.879,12,3.404,0
-61.375,7.652,1.6,58.554,8,3.481,0
-59.333,7.335,3.0,53.81,15,3.371,0
-60.909,6.139,2.2,37.691,11,3.361,1
-63.214,8.586,2.8,73.72,14,3.347,0
-33.4,4.272,4.0,18.253,20,3.363,1
-63.556,8.064,1.8,65.028,9,3.356,0
-61.692,8.189,2.6,67.064,13,3.368,0
-63.111,8.177,1.8,66.861,9,3.362,0
-63.8,7.627,3.0,58.171,15,3.363,0
-64.125,7.415,1.6,54.982,8,3.39,0
-65.429,4.353,1.4,18.952,7,3.347,0
-56.909,6.862,2.2,47.091,11,3.334,0
-60.286,8.519,1.4,72.571,7,3.324,0
-59.455,6.314,2.2,39.873,11,3.269,1
-64.833,7.209,2.4,51.97,12,3.42,0
-33.0,5.51,2.4,30.364,12,3.414,1
-60.222,9.846,1.8,96.944,9,3.375,0
-60.7,8.42,2.0,70.9,10,3.321,0
-59.714,9.656,1.4,93.238,7,3.418,0
-55.875,4.764,1.6,22.696,8,3.372,1
-63.222,7.563,1.8,57.194,9,3.324,0
-63.375,7.425,1.6,55.125,8,3.35,0
-63.923,6.861,2.6,47.077,13,3.335,0
-62.7,7.364,2.0,54.233,10,3.346,0
-65.556,8.002,1.8,64.028,9,3.438,0
-62.143,8.104,2.8,65.67,14,3.443,0
-61.533,7.463,3.0,55.695,15,3.343,0
-67.364,6.233,2.2,38.855,11,3.31,0
-61.231,6.18,2.6,38.192,13,3.28,1
-64.923,7.123,2.6,50.744,13,3.338,0
-62.091,8.179,2.2,66.891,11,3.404,0
-63.9,8.034,2.0,64.544,10,3.375,0
-62.167,7.834,1.2,61.367,6,3.371,0
-65.714,9.482,1.4,89.905,7,3.391,0
-59.077,7.577,2.6,57.41,13,3.344,0
-62.0,6.876,2.4,47.273,12,3.383,0
-57.714,9.069,1.4,82.238,7,3.433,0
-61.0,8.466,1.4,71.667,7,3.391,0
-67.167,5.382,1.2,28.967,6,3.245,0
-62.286,8.905,2.8,79.297,14,3.432,0
-60.6,2.408,1.0,5.8,5,3.333,0
-63.2,8.715,2.0,75.956,10,3.405,0
-60.6,8.503,1.0,72.3,5,3.536,0
-60.6,9.423,1.0,88.8,5,3.421,0
-60.0,7.616,1.6,58.0,8,3.391,0
-61.833,6.206,2.4,38.515,12,3.417,0
-65.538,6.553,2.6,42.936,13,3.289,0
-56.5,5.681,2.8,32.269,14,3.401,1
-62.846,7.301,2.6,53.308,13,3.45,0
-61.286,7.248,2.8,52.527,14,3.326,0
-64.8,7.05,1.0,49.7,5,3.366,0
-60.571,7.656,1.4,58.619,7,3.393,0
-69.833,7.935,1.2,62.967,6,3.364,0
-65.125,6.77,1.6,45.839,8,3.357,0
-62.636,7.447,2.2,55.455,11,3.338,0
-59.333,8.283,2.4,68.606,12,3.336,0
-66.111,7.541,1.8,56.861,9,3.357,0
-60.385,7.773,2.6,60.423,13,3.386,0
-63.429,7.208,1.4,51.952,7,3.262,0
-62.375,6.781,1.6,45.982,8,3.484,0
-65.222,7.049,1.8,49.694,9,3.365,0
-60.8,8.456,2.0,71.511,10,3.462,0
-59.714,9.322,1.4,86.905,7,3.494,0
-61.333,5.805,2.4,33.697,12,3.342,0
-67.25,7.021,2.4,49.295,12,3.343,0
-62.182,7.209,2.2,51.964,11,3.418,0
-62.556,8.676,1.8,75.278,9,3.487,0
-62.5,7.791,1.2,60.7,6,3.318,0
-59.545,5.336,2.2,28.473,11,3.364,1
-59.556,6.858,1.8,47.028,9,3.375,1
-60.125,7.259,1.6,52.696,8,3.341,0
-63.636,7.915,2.2,62.655,11,3.393,0
-62.889,8.343,1.8,69.611,9,3.375,0
-59.778,5.208,3.6,27.124,18,3.31,1
-62.75,5.849,1.6,34.214,8,3.409,0
-64.875,7.936,1.6,62.982,8,3.445,0
-61.667,6.904,3.0,47.667,15,3.46,0
-62.533,6.707,3.0,44.981,15,3.421,0
-60.222,7.596,1.8,57.694,9,3.307,0
-67.75,4.743,1.6,22.5,8,3.355,0
-63.8,6.125,2.0,37.511,10,3.45,0
-59.571,9.217,1.4,84.952,7,3.304,0
-59.875,7.882,1.6,62.125,8,3.374,0
-65.667,6.387,2.4,40.788,12,3.329,0
-69.0,5.254,2.2,27.6,11,3.436,0
-61.2,7.857,2.0,61.733,10,3.348,0
-67.0,6.575,2.8,43.231,14,3.401,0
-60.333,9.474,1.8,89.75,9,3.453,0
-66.727,7.564,2.2,57.218,11,3.353,0
-62.333,7.433,1.8,55.25,9,3.426,0
-33.615,4.407,2.6,19.423,13,3.415,1
-65.727,7.336,2.2,53.818,11,3.35,0
-64.75,5.776,1.6,33.357,8,3.357,0
-64.143,8.859,1.4,78.476,7,3.37,0
-62.75,5.643,2.4,31.841,12,3.378,0
-63.889,7.184,1.8,51.611,9,3.39,0
-63.8,11.1,1.0,123.2,5,3.272,0
-59.625,6.232,1.6,38.839,8,3.372,0
-65.8,9.841,2.0,96.844,10,3.451,0
-61.615,8.13,2.6,66.09,13,3.346,0
-33.333,4.201,3.6,17.647,18,3.367,1
-63.8,6.179,2.0,38.178,10,3.375,0
-64.0,4.781,1.6,22.857,8,3.315,0
-62.308,7.052,2.6,49.731,13,3.327,0
-59.538,5.953,2.6,35.436,13,3.401,0
-64.0,9.496,2.4,90.182,12,3.404,0
-63.75,8.551,2.4,73.114,12,3.366,0
-63.556,6.912,1.8,47.778,9,3.385,0
-66.273,8.223,2.2,67.618,11,3.379,0
-61.143,8.435,1.4,71.143,7,3.324,0
-60.333,6.501,1.2,42.267,6,3.519,0
-64.375,8.262,1.6,68.268,8,3.411,0
-63.25,7.723,1.6,59.643,8,3.499,0
-61.0,8.71,3.0,75.857,15,3.324,0
-62.444,6.247,1.8,39.028,9,3.454,0
-62.625,9.164,1.6,83.982,8,3.318,0
-63.6,7.169,3.0,51.4,15,3.375,0
-62.222,7.242,1.8,52.444,9,3.26,0
-57.875,6.854,1.6,46.982,8,3.328,0
-65.385,8.068,2.6,65.09,13,3.33,0
-64.5,8.449,2.0,71.389,10,3.364,0
-61.0,6.693,1.2,44.8,6,3.417,0
-59.0,7.81,1.0,61.0,5,3.297,0
-57.0,5.269,3.6,27.765,18,3.356,1
-62.333,7.584,2.4,57.515,12,3.335,0
-63.286,8.597,1.4,73.905,7,3.444,0
-63.455,8.395,2.2,70.473,11,3.366,0
-60.25,7.187,2.4,51.659,12,3.441,0
-66.5,4.928,1.6,24.286,8,3.426,0
-67.6,7.763,3.0,60.257,15,3.443,0
-63.385,7.763,2.6,60.256,13,3.368,0
-62.4,7.726,3.0,59.686,15,3.405,0
-59.571,7.939,2.8,63.033,14,3.393,0
-64.0,7.45,1.8,55.5,9,3.392,0
-64.0,7.675,2.4,58.909,12,3.37,0
-61.111,7.457,1.8,55.611,9,3.422,0
-59.4,7.956,1.0,63.3,5,3.331,0
-61.5,8.142,1.2,66.3,6,3.389,0
-65.154,8.726,2.6,76.141,13,3.404,0
-61.857,3.805,1.4,14.476,7,3.497,0
-67.5,4.982,2.4,24.818,12,3.439,0
-63.0,7.297,1.8,53.25,9,3.342,0
-61.7,7.889,2.0,62.233,10,3.279,0
-65.7,7.689,2.0,59.122,10,3.392,0
-62.462,7.412,2.6,54.936,13,3.36,0
-61.167,5.037,1.2,25.367,6,3.349,0
-63.444,6.912,1.8,47.778,9,3.327,0
-61.25,7.818,2.4,61.114,12,3.426,0
-64.429,6.802,2.8,46.264,14,3.372,0
-64.533,7.039,3.0,49.552,15,3.335,0
-66.2,4.604,1.0,21.2,5,3.337,0
-59.417,7.621,2.4,58.083,12,3.307,0
-65.333,10.558,1.2,111.467,6,3.368,0
-57.5,6.686,1.2,44.7,6,3.295,0
-66.4,7.367,2.0,54.267,10,3.33,0
-64.4,8.806,3.0,77.543,15,3.375,0
-67.4,9.915,1.0,98.3,5,3.392,0
-61.833,7.861,2.4,61.788,12,3.432,0
-64.727,8.673,2.2,75.218,11,3.312,0
-65.0,7.463,2.8,55.692,14,3.446,0
-62.273,5.901,2.2,34.818,11,3.391,0
-60.5,8.777,2.8,77.038,14,3.412,0
-64.583,7.166,2.4,51.356,12,3.293,0
-62.5,6.536,2.0,42.722,10,3.272,0
-36.85,4.479,12.0,20.062,60,3.335,1
-60.125,8.659,1.6,74.982,8,3.464,0
-65.4,4.219,1.0,17.8,5,3.388,0
-31.583,5.125,2.4,26.265,12,3.401,1
-66.375,7.405,1.6,54.839,8,3.462,0
-66.0,8.319,1.2,69.2,6,3.318,0
-63.308,8.807,2.6,77.564,13,3.367,0
-66.417,7.465,2.4,55.72,12,3.374,0
-63.5,10.114,1.6,102.286,8,3.278,0
-64.444,7.248,1.8,52.528,9,3.377,0
-66.2,4.55,1.0,20.7,5,3.306,0
-62.571,6.876,1.4,47.286,7,3.302,0
-62.083,8.361,2.4,69.902,12,3.417,0
-62.4,8.325,1.0,69.3,5,3.242,0
-58.5,7.287,1.2,53.1,6,3.466,0
-64.778,8.497,1.8,72.194,9,3.443,0
-63.231,8.308,2.6,69.026,13,3.358,0
-33.8,4.584,4.0,21.011,20,3.391,1
-64.467,6.599,3.0,43.552,15,3.466,0
-65.4,7.797,1.0,60.8,5,3.301,0
-65.727,7.837,2.2,61.418,11,3.416,0
-60.4,7.501,2.0,56.267,10,3.336,0
-64.364,6.233,2.2,38.855,11,3.269,0
-57.333,5.788,1.8,33.5,9,3.526,0
-64.143,7.244,1.4,52.476,7,3.389,0
-65.571,7.913,1.4,62.619,7,3.263,0
-61.273,6.482,2.2,42.018,11,3.394,0
-65.083,5.68,2.4,32.265,12,3.451,0
-58.222,4.842,1.8,23.444,9,3.376,0
-60.167,9.538,1.2,90.967,6,3.562,0
-63.143,8.245,2.8,67.978,14,3.294,0
-62.667,7.416,1.8,55.0,9,3.263,0
-37.241,4.339,10.8,18.828,54,3.27,1
-57.9,7.923,2.0,62.767,10,3.379,0
-63.333,8.185,1.8,67.0,9,3.439,0
-66.067,7.896,3.0,62.352,15,3.4,0
-62.0,8.19,2.8,67.077,14,3.466,0
-65.333,8.261,2.4,68.242,12,3.388,0
-62.083,8.501,2.4,72.265,12,3.404,0
-62.308,9.411,2.6,88.564,13,3.252,0
-63.5,6.446,2.4,41.545,12,3.402,0
-64.7,7.587,2.0,57.567,10,3.366,0
-63.0,5.0,1.0,25.0,5,3.509,0
-66.0,6.714,2.8,45.077,14,3.402,0
-62.786,7.35,2.8,54.027,14,3.394,0
-61.6,7.772,3.0,60.4,15,3.389,0
-61.0,5.878,2.4,34.545,12,3.417,0
-62.462,9.052,2.6,81.936,13,3.346,0
-36.584,4.697,15.4,22.062,77,3.294,1
-65.0,5.831,1.2,34.0,6,3.343,0
-60.0,7.925,1.2,62.8,6,3.322,0
-67.833,5.115,1.2,26.167,6,3.321,0
-61.4,7.405,3.0,54.829,15,3.471,0
-62.857,6.362,1.4,40.476,7,3.372,0
-59.333,6.358,2.4,40.424,12,3.46,0
-59.867,7.652,3.0,58.552,15,3.395,0
-63.846,6.466,2.6,41.808,13,3.461,0
-59.769,7.224,2.6,52.192,13,3.367,0
-63.273,8.923,2.2,79.618,11,3.432,0
-61.625,8.501,1.6,72.268,8,3.393,0
-62.571,7.968,2.8,63.495,14,3.376,0
-62.6,8.475,2.0,71.822,10,3.365,0
-59.3,9.569,2.0,91.567,10,3.439,0
-63.923,8.19,2.6,67.077,13,3.392,0
-60.071,5.731,2.8,32.841,14,3.328,1
-64.0,7.524,2.8,56.615,14,3.349,0
-62.333,8.338,2.4,69.515,12,3.414,0
-61.733,7.459,3.0,55.638,15,3.441,0
-60.2,6.167,3.0,38.029,15,3.43,0
-60.467,6.917,3.0,47.838,15,3.359,0
-61.286,7.194,2.8,51.758,14,3.402,0
-57.286,4.811,2.8,23.143,14,3.341,0
-63.462,6.827,2.6,46.603,13,3.38,0
-61.308,7.532,2.6,56.731,13,3.392,0
-59.1,9.036,2.0,81.656,10,3.361,0
-59.462,7.299,2.6,53.269,13,3.356,0
-61.857,7.135,2.8,50.901,14,3.431,0
-62.455,9.278,2.2,86.073,11,3.299,0
-61.833,9.988,1.2,99.767,6,3.414,0
-64.0,7.681,1.8,59.0,9,3.337,0
-64.2,8.121,2.0,65.956,10,3.404,0
-61.6,7.925,1.0,62.8,5,3.364,0
-59.214,5.632,2.8,31.72,14,3.418,0
-36.772,4.827,18.4,23.299,92,3.28,1
-62.769,7.854,2.6,61.692,13,3.368,0
-64.0,7.483,1.4,56.0,7,3.284,0
-60.333,8.914,1.2,79.467,6,3.315,0
-63.727,6.635,2.2,44.018,11,3.444,0
-37.524,4.247,16.8,18.036,84,3.271,1
-62.231,6.166,2.6,38.026,13,3.372,1
-62.133,8.935,3.0,79.838,15,3.311,0
-60.778,8.729,1.8,76.194,9,3.342,0
-61.067,7.005,3.0,49.067,15,3.368,0
-56.5,3.619,1.2,13.1,6,3.366,0
-67.111,7.474,1.8,55.861,9,3.424,0
-63.417,8.317,2.4,69.174,12,3.414,0
-59.8,10.826,1.0,117.2,5,3.398,0
-62.909,8.712,2.2,75.891,11,3.368,0
-62.667,8.311,1.2,69.067,6,3.414,0
-65.8,5.586,1.0,31.2,5,3.337,0
-62.333,7.314,1.8,53.5,9,3.281,0
-32.818,4.813,2.2,23.164,11,3.408,1
-61.8,9.088,3.0,82.6,15,3.39,0
-65.6,8.113,2.0,65.822,10,3.405,0
-63.143,6.666,2.8,44.44,14,3.387,0
-59.0,6.676,1.6,44.571,8,3.355,0
-54.333,2.582,1.2,6.667,6,3.44,0
-56.0,4.733,1.2,22.4,6,3.297,0
-63.846,8.375,2.6,70.141,13,3.45,0
-62.8,8.257,3.0,68.171,15,3.429,0
-65.333,6.439,1.2,41.467,6,3.415,0
-67.167,5.115,1.2,26.167,6,3.443,0
-61.444,5.721,3.6,32.732,18,3.395,1
-59.571,3.952,1.4,15.619,7,3.455,0
-61.5,7.976,2.0,63.611,10,3.467,0
-61.8,10.45,1.0,109.2,5,3.308,0
-65.667,8.732,2.4,76.242,12,3.428,0
-61.556,7.418,1.8,55.028,9,3.39,0
-60.125,8.459,1.6,71.554,8,3.355,0
-61.875,5.668,1.6,32.125,8,3.407,0
-61.25,8.137,2.4,66.205,12,3.394,0
-58.8,6.989,2.0,48.844,10,3.373,0
-62.875,7.736,1.6,59.839,8,3.516,0
-66.231,6.99,2.6,48.859,13,3.368,0
-62.091,6.236,2.2,38.891,11,3.432,0
-63.222,8.657,1.8,74.944,9,3.395,0
-65.0,10.654,1.0,113.5,5,3.242,0
-64.727,6.695,2.2,44.818,11,3.404,0
-59.5,7.065,2.4,49.909,12,3.488,0
-62.0,7.703,2.6,59.333,13,3.518,0
-61.0,4.887,3.6,23.882,18,3.409,1
-63.0,8.756,1.4,76.667,7,3.391,0
-60.364,7.685,2.2,59.055,11,3.459,0
-38.271,4.604,11.8,21.201,59,3.277,1
-61.125,10.006,1.6,100.125,8,3.445,0
-57.727,6.436,2.2,41.418,11,3.35,0
-57.727,6.482,2.2,42.018,11,3.322,0
-64.889,8.298,1.8,68.861,9,3.407,0
-61.8,7.193,2.0,51.733,10,3.333,0
-61.167,7.408,2.4,54.879,12,3.414,0
-36.424,4.099,13.2,16.802,66,3.292,1
-61.364,7.941,2.2,63.055,11,3.31,0
-62.0,7.168,2.8,51.385,14,3.352,0
-61.917,8.681,2.4,75.356,12,3.331,0
-67.833,8.75,1.2,76.567,6,3.46,0
-62.2,8.011,3.0,64.171,15,3.469,0
-65.818,7.6,2.2,57.764,11,3.394,0
-59.917,6.487,2.4,42.083,12,3.377,0
-66.182,6.853,2.2,46.964,11,3.363,0
-61.091,7.622,2.2,58.091,11,3.391,0
-62.25,10.195,1.6,103.929,8,3.407,0
-60.231,7.563,2.6,57.192,13,3.422,0
-64.333,7.984,1.8,63.75,9,3.357,0
-66.8,6.472,3.0,41.886,15,3.39,0
-56.286,6.993,1.4,48.905,7,3.411,0
-64.875,8.643,1.6,74.696,8,3.409,0
-64.5,7.678,2.0,58.944,10,3.464,0
-65.2,4.147,1.0,17.2,5,3.45,0
-62.429,6.98,2.8,48.725,14,3.41,0
-60.0,8.544,1.0,73.0,5,3.333,0
-33.368,4.437,3.8,19.69,19,3.433,1
-63.833,8.778,2.4,77.061,12,3.326,0
-56.167,5.565,1.2,30.967,6,3.297,0
-57.067,4.698,3.0,22.067,15,3.316,0
-62.231,7.178,2.6,51.526,13,3.393,0
-60.5,8.864,1.6,78.571,8,3.428,0
-64.0,6.969,1.6,48.571,8,3.391,0
-64.083,7.786,2.4,60.629,12,3.463,0
-59.556,6.187,1.8,38.278,9,3.344,0
-64.0,7.106,2.6,50.5,13,3.371,0
-62.9,8.399,2.0,70.544,10,3.333,0
-60.2,6.812,2.0,46.4,10,3.335,0
-62.3,8.957,2.0,80.233,10,3.374,0
-62.0,6.949,1.6,48.286,8,3.39,0
-60.385,7.489,2.6,56.09,13,3.381,0
-61.889,6.772,1.8,45.861,9,3.456,0
-61.4,5.667,3.0,32.114,15,3.4,1
-60.667,7.339,1.2,53.867,6,3.373,0
-60.571,6.824,2.8,46.571,14,3.447,0
-61.0,7.933,3.2,62.933,16,3.353,1
-66.667,6.154,1.2,37.867,6,3.368,0
-37.016,4.521,12.4,20.442,62,3.31,1
-37.758,4.325,13.2,18.71,66,3.307,1
-62.308,6.408,2.6,41.064,13,3.402,0
-65.667,7.907,3.0,62.524,15,3.341,0
-61.5,7.388,2.8,54.577,14,3.348,0
-65.333,9.668,1.2,93.467,6,3.417,0
-63.143,8.17,2.8,66.747,14,3.412,0
-60.909,8.549,2.2,73.091,11,3.433,0
-59.0,8.438,1.2,71.2,6,3.367,0
-65.0,7.663,2.4,58.727,12,3.399,0
-65.4,6.107,1.0,37.3,5,3.366,0
-58.556,7.828,1.8,61.278,9,3.407,0
-58.875,8.983,1.6,80.696,8,3.36,0
-64.143,8.572,1.4,73.476,7,3.376,0
-56.222,4.738,1.8,22.444,9,3.311,0
-38.125,4.346,19.2,18.889,96,3.348,1
-59.846,8.503,2.6,72.308,13,3.313,0
-62.769,6.796,2.6,46.192,13,3.381,0
-60.0,6.263,2.8,39.231,14,3.437,1
-63.867,7.039,3.0,49.552,15,3.41,0
-64.667,8.914,1.2,79.467,6,3.392,0
-60.5,6.416,2.0,41.167,10,3.359,0
-60.167,8.035,1.2,64.567,6,3.412,0
-58.8,6.221,1.0,38.7,5,3.331,0
-58.267,6.307,3.0,39.781,15,3.356,1
-66.6,2.066,2.0,4.267,10,3.332,0
-60.75,7.921,2.4,62.75,12,3.322,0
-64.6,5.04,3.0,25.4,15,3.355,0
-59.0,8.016,1.8,64.25,9,3.422,1
-58.667,5.831,1.8,34.0,9,3.425,0
-58.8,6.989,2.0,48.844,10,3.402,0
-58.143,5.336,1.4,28.476,7,3.309,0
-63.167,7.918,2.4,62.697,12,3.442,0
-56.0,7.113,2.2,50.6,11,3.351,0
-62.2,12.029,1.0,144.7,5,3.505,0
-66.222,5.31,1.8,28.194,9,3.39,0
-59.2,8.291,3.0,68.743,15,3.371,0
-62.667,8.805,3.0,77.524,15,3.413,0
-58.533,7.772,3.0,60.41,15,3.374,0
-62.0,7.597,1.6,57.714,8,3.334,0
-59.9,8.006,2.0,64.1,10,3.344,0
-60.545,7.216,2.2,52.073,11,3.458,0
-63.0,7.537,2.2,56.8,11,3.39,0
-59.077,8.015,2.6,64.244,13,3.371,0
-30.053,4.365,3.8,19.053,19,3.364,1
-64.444,6.984,1.8,48.778,9,3.375,0
-64.0,3.347,1.2,11.2,6,3.395,0
-37.075,4.578,10.6,20.956,53,3.332,1
-37.333,4.506,15.0,20.306,75,3.293,1
-62.923,6.677,2.6,44.577,13,3.415,0
-66.8,7.033,3.0,49.457,15,3.392,0
-67.0,6.708,2.2,45.0,11,3.444,0
-64.333,8.172,2.4,66.788,12,3.342,0
-37.926,4.416,13.6,19.502,68,3.283,1
-61.455,7.699,2.2,59.273,11,3.379,0
-33.789,5.094,3.8,25.953,19,3.392,1
-62.8,7.391,2.0,54.622,10,3.378,0
-65.769,4.816,2.6,23.192,13,3.336,0
-66.0,7.043,2.2,49.6,11,3.448,0
-61.231,8.457,2.6,71.526,13,3.382,0
-70.5,4.231,1.2,17.9,6,3.295,0
-61.8,6.301,1.0,39.7,5,3.271,0
-63.154,7.504,2.6,56.308,13,3.391,0
-58.75,7.399,2.4,54.75,12,3.317,0
-65.0,6.633,1.2,44.0,6,3.512,0
-61.167,7.731,1.2,59.767,6,3.32,0
-62.231,7.474,2.6,55.859,13,3.359,0
-64.0,7.447,2.4,55.455,12,3.441,0
-64.727,8.101,2.2,65.618,11,3.31,0
-63.833,7.767,2.4,60.333,12,3.383,0
-65.0,8.697,2.4,75.636,12,3.281,0
-65.8,4.438,1.0,19.7,5,3.244,0
-60.2,8.468,1.0,71.7,5,3.362,0
-65.727,6.068,2.2,36.818,11,3.444,0
-64.667,9.374,1.2,87.867,6,3.392,0
-61.636,7.632,2.2,58.255,11,3.354,0
-64.0,5.244,1.0,27.5,5,3.239,0
-63.333,8.595,1.2,73.867,6,3.514,0
-58.429,4.928,1.4,24.286,7,3.391,0
-59.545,8.079,2.2,65.273,11,3.407,0
-37.945,4.596,18.2,21.119,91,3.306,1
-64.286,6.844,2.8,46.835,14,3.487,0
-63.75,6.819,1.6,46.5,8,3.297,0
-64.125,6.198,1.6,38.411,8,3.334,0
-37.584,4.587,17.8,21.041,89,3.301,1
-60.857,7.833,2.8,61.363,14,3.432,0
-55.2,5.805,1.0,33.7,5,3.392,0
-65.6,6.204,2.0,38.489,10,3.33,0
-66.333,4.459,2.4,19.879,12,3.367,0
-61.75,7.921,2.4,62.75,12,3.379,0
-33.2,5.116,2.0,26.178,10,3.346,1
-57.8,5.762,1.0,33.2,5,3.45,0
-61.083,7.891,2.4,62.265,12,3.303,0
-38.564,4.787,18.8,22.915,94,3.311,1
-60.071,6.944,2.8,48.225,14,3.362,0
-65.733,7.878,3.0,62.067,15,3.41,0
-64.125,6.664,1.6,44.411,8,3.338,0
-61.769,7.801,2.6,60.859,13,3.334,0
-62.429,6.188,1.4,38.286,7,3.433,0
-62.364,7.646,2.2,58.455,11,3.35,0
-64.167,6.145,1.2,37.767,6,3.345,0
-59.857,7.853,2.8,61.67,14,3.392,0
-65.0,8.485,1.6,72.0,8,3.357,0
-60.846,7.01,2.6,49.141,13,3.494,0
-61.8,10.545,1.0,111.2,5,3.334,0
-63.222,8.555,1.8,73.194,9,3.39,0
-61.111,8.462,1.8,71.611,9,3.406,0
-62.6,5.595,1.0,31.3,5,3.389,0
-65.385,6.239,2.6,38.923,13,3.344,0
-62.273,7.734,2.2,59.818,11,3.581,0
-64.889,6.566,1.8,43.111,9,3.407,0
-61.667,8.664,1.2,75.067,6,3.368,0
-61.125,9.775,1.6,95.554,8,3.357,0
-61.6,6.139,3.0,37.686,15,3.333,0
-67.5,5.992,1.2,35.9,6,3.39,0
-61.0,5.354,2.0,28.667,10,3.421,1
-59.417,6.762,2.4,45.72,12,3.483,0
-65.154,5.97,2.6,35.641,13,3.333,0
-61.615,8.752,2.6,76.59,13,3.415,0
-63.3,8.341,2.0,69.567,10,3.42,0
-61.429,4.541,1.4,20.619,7,3.433,0
-65.154,6.829,2.6,46.641,13,3.417,0
-60.875,9.687,1.6,93.839,8,3.395,0
-32.5,4.419,4.0,19.526,20,3.377,1
-59.9,8.048,2.0,64.767,10,3.449,0
-61.2,8.672,1.0,75.2,5,3.333,0
-64.6,7.863,2.0,61.822,10,3.433,0
-63.8,9.094,1.0,82.7,5,3.244,0
-61.0,7.047,1.4,49.667,7,3.369,0
-66.111,7.769,1.8,60.361,9,3.437,0
-70.222,6.016,1.8,36.194,9,3.326,0
-60.938,5.662,3.2,32.062,16,3.428,1
-64.571,7.046,2.8,49.648,14,3.402,0
-61.455,8.226,2.2,67.673,11,3.429,0
-65.0,8.39,1.2,70.4,6,3.345,0
-59.267,7.44,3.0,55.352,15,3.322,0
-67.875,6.728,1.6,45.268,8,3.264,0
-57.083,7.317,2.4,53.538,12,3.438,0
-63.125,6.792,1.6,46.125,8,3.426,0
-66.167,6.52,2.4,42.515,12,3.342,0
-58.333,6.933,2.4,48.061,12,3.319,0
-63.4,7.716,3.0,59.543,15,3.373,0
-59.286,5.499,1.4,30.238,7,3.372,0
-66.6,5.629,3.0,31.686,15,3.314,0
-59.4,6.522,3.0,42.543,15,3.373,0
-65.364,8.189,2.2,67.055,11,3.349,0
