traffic_mean,traffic_std,packet_rate,packet_variance,active_hosts,traffic_entropy,label,AI_MSE,AI_Prediction,Result,Distance_From_Threshold
-37.805,4.392,15.4,19.29,77,3.321,1,3.603006421200553,1,Đúng,3.4979414212005526
-61.556,6.386,1.8,40.778,9,3.39,0,0.0007854883869112956,0,Đúng,-0.10427951161308871
-64.083,7.465,2.4,55.72,12,3.37,0,0.0005264819533864472,0,Đúng,-0.10453851804661356
-58.8,7.554,2.0,57.067,10,3.287,1,0.002712652889871757,0,Sai,-0.10235234711012825
-63.5,8.385,1.2,70.3,6,3.399,0,0.0007969822993571154,0,Đúng,-0.1042680177006429
-58.167,8.472,1.2,71.767,6,3.364,0,0.007919503384091047,0,Đúng,-0.09714549661590896
-60.643,8.082,2.8,65.324,14,3.453,0,0.0025111382082690305,0,Đúng,-0.10255386179173097
-62.5,8.118,1.2,65.9,6,3.317,0,0.0006376255326860198,0,Đúng,-0.10442737446731398
-37.349,4.982,16.6,24.815,83,3.283,1,4.517428605468594,1,Đúng,4.412363605468594
-37.589,4.483,11.2,20.101,56,3.325,1,1.379171219698617,1,Đúng,1.274106219698617
-57.286,5.314,1.4,28.238,7,3.369,0,0.0035822986437976114,0,Đúng,-0.1014827013562024
-58.846,6.122,2.6,37.474,13,3.405,0,0.004858640396838284,0,Đúng,-0.10020635960316172
-59.125,8.855,1.6,78.411,8,3.522,0,0.012516578636044003,0,Đúng,-0.092548421363956
-64.375,7.07,1.6,49.982,8,3.428,0,0.0013220839760658299,0,Đúng,-0.10374291602393418
-59.0,7.365,1.8,54.25,9,3.409,0,0.001285370171003963,0,Đúng,-0.10377962982899604
-59.182,7.346,2.2,53.964,11,3.393,0,0.0008017485656233132,0,Đúng,-0.10426325143437669
-59.833,6.221,2.4,38.697,12,3.343,0,0.003943755897060929,0,Đúng,-0.10112124410293907
-60.273,6.987,2.2,48.818,11,3.392,0,0.0008526193245414797,0,Đúng,-0.10421238067545853
-61.5,6.317,2.4,39.909,12,3.405,0,0.0022497278530851663,0,Đúng,-0.10281527214691484
-62.0,6.646,2.6,44.167,13,3.382,0,0.001004827728145848,0,Đúng,-0.10406017227185416
-55.0,5.0,1.0,25.0,5,3.299,0,0.008694875018148533,0,Đúng,-0.09637012498185148
-62.0,6.612,1.6,43.714,8,3.484,1,0.0019178197138935958,0,Sai,-0.10314718028610641
-63.0,5.721,2.4,32.727,12,3.367,0,0.0017389388479279414,0,Đúng,-0.10332606115207206
-60.867,7.405,3.0,54.838,15,3.303,0,0.002523336880185824,0,Đúng,-0.10254166311981418
-63.2,5.594,2.0,31.289,10,3.348,0,0.004359423191273201,0,Đúng,-0.1007055768087268
-62.077,8.48,2.6,71.91,13,3.473,0,0.002851889480546734,0,Đúng,-0.10221311051945327
-66.545,5.698,2.2,32.473,11,3.312,0,0.005056493643715161,0,Đúng,-0.10000850635628485
-62.467,8.433,3.0,71.124,15,3.372,0,0.002834557680215679,0,Đúng,-0.10223044231978433
-64.375,5.706,1.6,32.554,8,3.424,0,0.0021893543698674497,0,Đúng,-0.10287564563013256
-58.455,5.888,2.2,34.673,11,3.456,0,0.0044196040896815674,0,Đúng,-0.10064539591031844
-60.6,6.401,3.0,40.971,15,3.399,0,0.002244843171569651,0,Đúng,-0.10282015682843035
-63.2,7.285,2.0,53.067,10,3.45,0,0.0014874842198948305,0,Đúng,-0.10357751578010517
-63.333,6.928,1.8,48.0,9,3.324,0,0.0010220725962874252,0,Đúng,-0.10404292740371258
-61.833,9.109,1.2,82.967,6,3.315,0,0.0009820186958207314,0,Đúng,-0.10408298130417927
-61.4,6.95,1.0,48.3,5,3.361,0,0.002623242263119479,0,Đúng,-0.10244175773688052
-62.308,6.824,2.6,46.564,13,3.367,0,0.00100312031003602,0,Đúng,-0.10406187968996398
-58.333,5.148,1.8,26.5,9,3.291,0,0.00459833670815319,0,Đúng,-0.10046666329184681
-62.818,6.258,2.2,39.164,11,3.348,0,0.0015559419606180978,0,Đúng,-0.1035090580393819
-62.25,6.756,1.6,45.643,8,3.392,0,0.0007260336085057966,0,Đúng,-0.1043389663914942
-63.273,8.174,2.2,66.818,11,3.353,0,0.0008022444855996083,0,Đúng,-0.1042627555144004
-32.375,5.303,3.2,28.117,16,3.425,1,0.20042962417411192,1,Đúng,0.09536462417411191
-62.75,8.001,2.4,64.023,12,3.393,0,0.00036877601453799805,0,Đúng,-0.10469622398546201
-62.8,8.075,1.0,65.2,5,3.247,0,0.010953397794773397,0,Đúng,-0.0941116022052266
-60.867,6.034,3.0,36.41,15,3.437,0,0.00431485402162649,0,Đúng,-0.10075014597837352
-61.571,7.85,1.4,61.619,7,3.356,0,0.00018450763019743025,0,Đúng,-0.10488049236980257
-67.25,6.798,1.6,46.214,8,3.388,0,0.006518659224549588,0,Đúng,-0.09854634077545042
-61.667,8.292,1.8,68.75,9,3.302,0,0.0013446059833509313,0,Đúng,-0.10372039401664908
-60.133,6.49,3.0,42.124,15,3.372,0,0.002904204201932015,0,Đúng,-0.10216079579806799
-61.214,9.431,2.8,88.951,14,3.36,0,0.005568110184274516,0,Đúng,-0.09949688981572549
-62.625,8.105,1.6,65.696,8,3.317,0,0.0007146932133414756,0,Đúng,-0.10435030678665853
-60.917,6.331,2.4,40.083,12,3.365,1,0.002984651961605331,0,Sai,-0.10208034803839468
-62.8,8.556,1.0,73.2,5,3.307,0,0.0008770040282987872,0,Đúng,-0.10418799597170122
-56.6,8.325,1.0,69.3,5,3.45,0,0.01803633826952253,0,Đúng,-0.08702866173047748
-60.5,6.681,2.4,44.636,12,3.418,0,0.002353810033570179,0,Đúng,-0.10271118996642983
-66.0,7.906,2.6,62.5,13,3.363,0,0.003247573251670627,0,Đúng,-0.10181742674832937
-37.385,4.663,13.0,21.74,65,3.329,1,2.1630671505748373,1,Đúng,2.058002150574837
-60.8,7.37,3.0,54.314,15,3.479,0,0.005141039328705491,0,Đúng,-0.09992396067129451
-61.091,5.356,2.2,28.691,11,3.36,0,0.002092064655756714,0,Đúng,-0.10297293534424329
-65.9,3.479,2.0,12.1,10,3.304,0,0.02604703114150363,0,Đúng,-0.07901796885849638
-67.0,7.89,1.8,62.25,9,3.31,0,0.00465702229389098,0,Đúng,-0.10040797770610903
-62.143,8.207,2.8,67.363,14,3.337,0,0.0009165727778667959,0,Đúng,-0.10414842722213322
-61.333,8.392,2.4,70.424,12,3.525,0,0.006796564638697426,0,Đúng,-0.09826843536130259
-37.36,4.631,15.0,21.45,75,3.294,1,3.362046830314375,1,Đúng,3.2569818303143747
-61.333,4.633,1.2,21.467,6,3.466,0,0.0020617808195664486,0,Đúng,-0.10300321918043356
-64.857,7.105,1.4,50.476,7,3.477,0,0.0012270000490976342,0,Đúng,-0.10383799995090237
-67.2,3.962,1.0,15.7,5,3.392,0,0.008543714208261768,0,Đúng,-0.09652128579173824
-62.8,7.596,1.0,57.7,5,3.278,0,0.0048651840785931336,0,Đúng,-0.10019981592140687
-63.917,6.598,2.4,43.538,12,3.429,0,0.003379412617563977,0,Đúng,-0.10168558738243604
-59.571,7.593,2.8,57.648,14,3.424,0,0.0024958063178921455,0,Đúng,-0.10256919368210786
-58.8,8.326,3.0,69.314,15,3.42,0,0.005431168357083502,0,Đúng,-0.0996338316429165
-37.054,4.445,11.2,19.761,56,3.321,1,1.3551644560503657,1,Đúng,1.2500994560503658
-60.6,8.369,2.0,70.044,10,3.288,0,0.0011945059945071823,0,Đúng,-0.10387049400549282
-64.143,7.08,2.8,50.132,14,3.443,0,0.0040674606096767615,0,Đúng,-0.10099753939032324
-59.375,7.891,1.6,62.268,8,3.408,0,0.0014861531445328547,0,Đúng,-0.10357884685546716
-60.167,7.987,2.4,63.788,12,3.316,0,0.002366692692001049,0,Đúng,-0.10269830730799896
-63.333,8.165,1.2,66.667,6,3.395,0,0.000836190808840803,0,Đúng,-0.1042288091911592
-64.25,9.147,2.4,83.659,12,3.453,0,0.003377001890907012,0,Đúng,-0.101687998109093
-62.667,7.348,1.8,54.0,9,3.293,0,0.0008669006632281677,0,Đúng,-0.10419809933677183
-58.3,6.734,2.0,45.344,10,3.352,0,0.0021251854708895794,0,Đúng,-0.10293981452911043
-63.714,6.237,1.4,38.905,7,3.411,0,0.0019697975058313773,0,Đúng,-0.10309520249416863
-62.0,8.803,1.0,77.5,5,3.302,0,0.0011444306826052621,0,Đúng,-0.10392056931739474
-59.5,8.734,1.6,76.286,8,3.278,0,0.0014179409871812618,0,Đúng,-0.10364705901281875
-32.077,3.662,2.6,13.41,13,3.411,1,0.10568224870201433,1,Đúng,0.0006172487020143225
-64.571,7.635,1.4,58.286,7,3.558,0,0.001485702912207636,0,Đúng,-0.10357929708779237
-63.769,7.939,2.6,63.026,13,3.471,0,0.005214141569900144,0,Đúng,-0.09985085843009986
-69.2,5.586,1.0,31.2,5,3.275,0,0.015455308677703337,0,Đúng,-0.08960969132229667
-62.333,8.239,2.4,67.879,12,3.365,0,0.0015044067173261239,0,Đúng,-0.10356059328267388
-64.625,5.125,1.6,26.268,8,3.284,0,0.006992696047268809,0,Đúng,-0.0980723039527312
-34.667,4.677,2.4,21.879,12,3.412,1,0.11997456702424981,1,Đúng,0.014909567024249809
-31.474,4.8,3.8,23.041,19,3.328,1,0.20538998294420466,1,Đúng,0.10032498294420465
-59.625,9.913,1.6,98.268,8,3.391,0,0.009662742362333492,0,Đúng,-0.09540225763766652
-61.25,6.956,2.4,48.386,12,3.293,0,0.0020670904124878826,0,Đúng,-0.10299790958751212
-61.4,7.168,2.0,51.378,10,3.434,0,0.0015112952901948145,0,Đúng,-0.1035537047098052
-63.733,7.166,3.0,51.352,15,3.324,0,0.0025994166080854763,0,Đúng,-0.10246558339191453
-37.724,4.873,11.6,23.747,58,3.308,1,1.5034396681245743,1,Đúng,1.3983746681245743
-62.4,8.407,3.0,70.686,15,3.343,0,0.0019118160379209398,0,Đúng,-0.10315318396207906
-62.6,7.162,1.0,51.3,5,3.306,0,0.0034597298783941924,0,Đúng,-0.1016052701216058
-31.222,4.596,3.6,21.124,18,3.447,1,0.17348224563401546,1,Đúng,0.06841724563401545
-59.333,4.638,2.4,21.515,12,3.328,1,0.009123441735141359,0,Sai,-0.09594155826485865
-61.167,8.773,1.2,76.967,6,3.417,0,0.0028914788770495283,0,Đúng,-0.10217352112295047
-60.286,6.207,2.8,38.527,14,3.36,0,0.0037614950034130443,0,Đúng,-0.10130350499658697
-59.615,6.665,2.6,44.423,13,3.343,0,0.0033256232597418515,0,Đúng,-0.10173937674025815
-62.667,8.43,1.2,71.067,6,3.364,0,0.0005669904264077896,0,Đúng,-0.10449800957359222
-60.667,8.116,1.2,65.867,6,3.243,0,0.005440926640239763,0,Đúng,-0.09962407335976024
-63.5,5.191,2.0,26.944,10,3.407,0,0.0035753261411068256,0,Đúng,-0.10148967385889318
-63.0,8.809,1.2,77.6,6,3.266,0,0.002791830992206675,0,Đúng,-0.10227316900779333
-31.85,4.977,4.0,24.766,20,3.407,1,0.19822517502877504,1,Đúng,0.09316017502877504
-60.818,6.462,2.2,41.764,11,3.391,0,0.00123103485309154,0,Đúng,-0.10383396514690847
-32.556,4.681,3.6,21.908,18,3.448,1,0.1562158747048047,1,Đúng,0.051150874704804686
-59.875,6.266,1.6,39.268,8,3.284,0,0.002401140623308823,0,Đúng,-0.10266385937669119
-64.0,9.018,1.4,81.333,7,3.351,0,0.0007679633225776667,0,Đúng,-0.10429703667742234
-63.857,7.594,2.8,57.67,14,3.338,0,0.0013499399153875675,0,Đúng,-0.10371506008461244
-61.091,6.804,2.2,46.291,11,3.404,0,0.0010614423862196855,0,Đúng,-0.10400355761378031
-62.9,7.505,2.0,56.322,10,3.381,0,0.0005177457643695873,0,Đúng,-0.10454725423563042
-66.222,8.686,1.8,75.444,9,3.408,0,0.00595011092440659,0,Đúng,-0.09911488907559342
-61.625,8.193,1.6,67.125,8,3.298,0,0.001760665993291691,0,Đúng,-0.10330433400670831
-58.333,5.715,1.2,32.667,6,3.343,0,0.002280685951954079,0,Đúng,-0.10278431404804593
-61.833,7.234,2.4,52.333,12,3.488,0,0.0055356272280746854,0,Đúng,-0.09952937277192532
-59.0,4.313,2.2,18.6,11,3.363,1,0.006202810510970006,0,Sai,-0.09886218948903
-62.25,7.653,2.4,58.568,12,3.453,0,0.0027388864850207313,0,Đúng,-0.10232611351497928
-66.357,8.741,2.8,76.401,14,3.317,0,0.023300534220191845,0,Đúng,-0.08176446577980816
-58.929,6.006,2.8,36.071,14,3.325,0,0.007532602783006663,0,Đúng,-0.09753239721699335
-62.0,4.957,1.6,24.571,8,3.262,1,0.011333241025239957,0,Sai,-0.09373175897476005
-59.25,9.047,2.4,81.841,12,3.419,0,0.009034522219197101,0,Đúng,-0.0960304777808029
-63.556,7.038,1.8,49.528,9,3.396,0,0.0008439847357538185,0,Đúng,-0.10422101526424618
-64.455,7.917,2.2,62.673,11,3.376,0,0.00131789354071359,0,Đúng,-0.10374710645928642
-61.333,8.666,3.0,75.095,15,3.293,0,0.003914520195655142,0,Đúng,-0.10115047980434487
-67.0,8.699,1.4,75.667,7,3.41,0,0.0030197168244896714,0,Đúng,-0.10204528317551033
-61.429,9.829,1.4,96.619,7,3.308,0,0.005323072663408076,0,Đúng,-0.09974192733659193
-64.692,6.933,2.6,48.064,13,3.337,0,0.0010229101680153485,0,Đúng,-0.10404208983198465
-63.5,8.229,1.6,67.714,8,3.377,0,0.0009216225120093725,0,Đúng,-0.10414337748799063
-63.556,9.787,1.8,95.778,9,3.424,0,0.006349640736694614,0,Đúng,-0.0987153592633054
-32.846,4.758,2.6,22.641,13,3.343,1,0.17190209215183905,1,Đúng,0.06683709215183904
-63.25,7.187,2.4,51.659,12,3.357,0,0.0005780779260544756,0,Đúng,-0.10448692207394553
-58.5,6.442,1.2,41.5,6,3.35,0,0.002007059683825809,0,Đúng,-0.1030579403161742
-61.625,6.435,1.6,41.411,8,3.334,0,0.0015191698475450106,0,Đúng,-0.103545830152455
-64.143,8.092,1.4,65.476,7,3.391,0,0.0023866855249295117,0,Đúng,-0.10267831447507049
-62.571,9.053,1.4,81.952,7,3.376,0,0.0009170735265025807,0,Đúng,-0.10414792647349742
-62.0,7.537,1.2,56.8,6,3.341,0,0.0009283796476672072,0,Đúng,-0.1041366203523328
-62.4,7.781,3.0,60.543,15,3.304,0,0.0009908786504850612,0,Đúng,-0.10407412134951495
-65.615,6.789,2.6,46.09,13,3.289,0,0.0035905083124401194,0,Đúng,-0.10147449168755988
-65.286,6.264,1.4,39.238,7,3.263,0,0.003927209524395843,0,Đúng,-0.10113779047560416
-57.727,4.962,2.2,24.618,11,3.284,0,0.005881458305022056,0,Đúng,-0.09918354169497795
-62.071,5.942,2.8,35.302,14,3.248,0,0.005033699252707517,0,Đúng,-0.1000313007472925
-61.733,6.861,3.0,47.067,15,3.341,0,0.004395188876176505,0,Đúng,-0.1006698111238235
-59.429,5.798,1.4,33.619,7,3.477,0,0.0033269792380962184,0,Đúng,-0.10173802076190379
-69.0,3.697,1.4,13.667,7,3.374,0,0.010941483284692579,0,Đúng,-0.09412351671530743
-68.143,5.786,1.4,33.476,7,3.455,0,0.008195872441108953,0,Đúng,-0.09686912755889106
-70.0,6.442,1.0,41.5,5,3.447,0,0.010080838851696583,0,Đúng,-0.09498416114830342
-34.333,4.292,2.4,18.424,12,3.442,1,0.1001221603475293,0,Sai,-0.004942839652470707
-62.6,4.98,1.0,24.8,5,3.303,0,0.00746648984663188,0,Đúng,-0.09759851015336812
-63.5,7.74,1.2,59.9,6,3.341,0,0.0015031798124563978,0,Đúng,-0.1035618201875436
-31.167,5.501,3.6,30.265,18,3.325,1,0.2783551209846407,1,Đúng,0.1732901209846407
-66.1,6.367,2.0,40.544,10,3.304,0,0.0027176360655821884,0,Đúng,-0.10234736393441782
-63.8,9.094,1.0,82.7,5,3.48,0,0.009206774432781195,0,Đúng,-0.0958582255672188
-62.125,6.621,1.6,43.839,8,3.282,0,0.003983530213612536,0,Đúng,-0.10108146978638746
-61.75,8.084,1.6,65.357,8,3.462,0,0.0011892155123561976,0,Đúng,-0.10387578448764381
-61.7,7.499,2.0,56.233,10,3.301,0,0.0010407223923759117,0,Đúng,-0.10402427760762409
-64.3,7.832,2.0,61.344,10,3.393,0,0.001771176661492333,0,Đúng,-0.10329382333850767
-62.929,7.119,2.8,50.687,14,3.397,0,0.0011082272806284472,0,Đúng,-0.10395677271937157
-65.538,6.253,2.6,39.103,13,3.299,0,0.003277421084404862,0,Đúng,-0.10178757891559514
-61.714,6.944,2.8,48.22,14,3.401,0,0.0011446787494874423,0,Đúng,-0.10392032125051257
-62.714,8.261,1.4,68.238,7,3.458,0,0.0009993111866399092,0,Đúng,-0.10406568881336009
-60.2,8.044,1.0,64.7,5,3.507,0,0.006599578078443584,0,Đúng,-0.09846542192155643
-63.091,7.176,2.2,51.491,11,3.43,0,0.0018957859892682449,0,Đúng,-0.10316921401073176
-63.692,7.454,2.6,55.564,13,3.371,0,0.0006444924214509067,0,Đúng,-0.1044205075785491
-60.556,6.492,3.6,42.144,18,3.375,1,0.017298341159428396,0,Sai,-0.08776665884057161
-65.375,7.671,1.6,58.839,8,3.263,0,0.008588112169568833,0,Đúng,-0.09647688783043118
-66.857,5.728,1.4,32.81,7,3.392,0,0.005276893541925718,0,Đúng,-0.09978810645807429
-63.875,7.954,1.6,63.268,8,3.451,0,0.0008972199312687572,0,Đúng,-0.10416778006873124
-61.733,7.206,3.0,51.924,15,3.487,0,0.010770839865870992,0,Đúng,-0.09429416013412902
-57.778,6.76,1.8,45.694,9,3.359,0,0.003008761186470649,0,Đúng,-0.10205623881352936
-69.25,5.833,2.4,34.023,12,3.39,0,0.01665142966609109,0,Đúng,-0.08841357033390891
-62.308,7.718,2.6,59.564,13,3.382,0,0.0002803862484280611,0,Đúng,-0.10478461375157194
-64.0,7.012,2.6,49.167,13,3.435,0,0.003267808653261302,0,Đúng,-0.1017971913467387
-31.625,3.384,3.2,11.45,16,3.337,1,0.12035178024722153,1,Đúng,0.01528678024722152
-63.9,6.35,2.0,40.322,10,3.437,0,0.0028478189519444163,0,Đúng,-0.10221718104805559
-61.909,8.769,2.2,76.891,11,3.418,0,0.0008079821919589718,0,Đúng,-0.10425701780804103
-57.25,7.126,1.6,50.786,8,3.426,0,0.0035106581896728207,0,Đúng,-0.10155434181032719
-63.667,9.564,1.2,91.467,6,3.341,0,0.0025883732507114847,0,Đúng,-0.10247662674928852
-61.636,6.801,2.2,46.255,11,3.429,0,0.0018264868616878222,0,Đúng,-0.10323851313831219
-37.506,4.746,16.6,22.521,83,3.257,1,4.552989592776586,1,Đúng,4.4479245927765865
-64.5,5.808,2.4,33.727,12,3.418,0,0.003818164711846768,0,Đúng,-0.10124683528815323
-66.8,4.55,1.0,20.7,5,3.275,0,0.007774235655384354,0,Đúng,-0.09729076434461566
-63.091,8.312,2.2,69.091,11,3.35,0,0.0008114527778121859,0,Đúng,-0.10425354722218783
-61.353,5.787,3.4,33.493,17,3.404,1,0.009472593956062996,0,Sai,-0.09559240604393701
-60.625,8.911,1.6,79.411,8,3.299,0,0.0008151432397124275,0,Đúng,-0.10424985676028758
-64.0,6.88,2.0,47.333,10,3.45,0,0.0033246196675689016,0,Đúng,-0.1017403803324311
-62.0,8.728,2.4,76.182,12,3.389,0,0.0021068426434456195,0,Đúng,-0.10295815735655439
-66.625,6.479,1.6,41.982,8,3.317,0,0.0037523135556351336,0,Đúng,-0.10131268644436488
-64.111,6.716,1.8,45.111,9,3.276,0,0.001926647400086791,0,Đúng,-0.10313835259991322
-62.667,9.771,1.2,95.467,6,3.395,0,0.004434054318609868,0,Đúng,-0.10063094568139014
-30.263,4.569,3.8,20.871,19,3.398,1,0.1972395693446166,1,Đúng,0.09217456934461658
-61.8,8.548,2.0,73.067,10,3.422,0,0.0009236780145034317,0,Đúng,-0.10414132198549657
-70.0,4.796,1.0,23.0,5,3.333,0,0.01227872187366844,0,Đúng,-0.09278627812633157
-37.357,4.427,14.0,19.595,70,3.297,1,2.7407789288865465,1,Đúng,2.6357139288865463
-61.125,8.526,1.6,72.696,8,3.502,0,0.005172931482563889,0,Đúng,-0.09989206851743612
-59.643,5.315,2.8,28.247,14,3.348,1,0.009280502065015307,0,Sai,-0.0957844979349847
-63.6,8.385,1.0,70.3,5,3.335,0,0.0018184063215102252,0,Đúng,-0.10324659367848978
-62.857,7.584,2.8,57.516,14,3.266,0,0.002687310151581879,0,Đúng,-0.10237768984841812
-37.333,4.563,14.4,20.817,72,3.3,1,2.9733928920836963,1,Đúng,2.868327892083696
-61.769,9.311,2.6,86.692,13,3.4,0,0.006822390392704392,0,Đúng,-0.09824260960729561
-62.6,8.735,1.0,76.3,5,3.361,0,0.0013766496657208257,0,Đúng,-0.10368835033427919
-61.5,7.526,2.4,56.636,12,3.477,0,0.004451456202113727,0,Đúng,-0.10061354379788628
-61.7,8.001,2.0,64.011,10,3.376,0,0.0005944081443589537,0,Đúng,-0.10447059185564105
-61.154,8.581,2.6,73.641,13,3.378,0,0.002934442690943735,0,Đúng,-0.10213055730905626
-60.111,7.817,1.8,61.111,9,3.376,0,0.00034245002884417597,0,Đúng,-0.10472254997115583
-63.417,7.669,2.4,58.811,12,3.379,0,0.0007318722180263025,0,Đúng,-0.1043331277819737
-61.5,9.411,1.6,88.571,8,3.298,0,0.004925088655424409,0,Đúng,-0.1001399113445756
-62.2,7.362,1.0,54.2,5,3.244,0,0.004556184263996178,0,Đúng,-0.10050881573600383
-66.556,7.535,1.8,56.778,9,3.357,0,0.001643368451587719,0,Đúng,-0.10342163154841229
-61.8,6.512,2.0,42.4,10,3.364,0,0.0007390634311435768,0,Đúng,-0.10432593656885643
-65.0,7.118,1.4,50.667,7,3.391,0,0.0032639809862613557,0,Đúng,-0.10180101901373866
-63.571,5.244,2.8,27.495,14,3.444,0,0.007945822030681548,0,Đúng,-0.09711917796931846
-59.091,5.856,2.2,34.291,11,3.339,1,0.0033873753053931324,0,Sai,-0.10167762469460687
-60.667,9.48,1.2,89.867,6,3.44,0,0.005825167429816648,0,Đúng,-0.09923983257018336
-66.25,5.898,1.6,34.786,8,3.487,0,0.007923850207069837,0,Đúng,-0.09714114979293018
-32.077,4.873,2.6,23.744,13,3.344,1,0.19427105457325955,1,Đúng,0.08920605457325954
-63.4,7.356,3.0,54.114,15,3.374,0,0.0025325270475254776,0,Đúng,-0.10253247295247453
-63.444,7.196,1.8,51.778,9,3.361,0,0.0003144203307244429,0,Đúng,-0.10475057966927556
-57.273,7.577,2.2,57.418,11,3.417,0,0.004134216808272666,0,Đúng,-0.10093078319172734
-67.143,8.112,1.4,65.81,7,3.433,0,0.002457909970599443,0,Đúng,-0.10260709002940056
-59.571,6.085,2.8,37.033,14,3.319,0,0.006503074132328237,0,Đúng,-0.09856192586767176
-57.812,6.337,3.2,40.162,16,3.358,1,0.007188879784934336,0,Sai,-0.09787612021506567
-64.0,8.134,2.6,66.167,13,3.374,0,0.0012901376755097623,0,Đúng,-0.10377486232449025
-62.0,5.874,1.8,34.5,9,3.405,0,0.0013256443010822858,0,Đúng,-0.10373935569891772
-63.286,7.72,2.8,59.604,14,3.35,0,0.00045951922272546825,0,Đúng,-0.10460548077727454
-65.857,9.564,1.4,91.476,7,3.307,0,0.005036463650232554,0,Đúng,-0.10002853634976745
-64.083,8.867,2.4,78.629,12,3.379,0,0.002070645526438837,0,Đúng,-0.10299435447356117
-65.0,4.243,1.4,18.0,7,3.304,0,0.011837158267331937,0,Đúng,-0.09322784173266807
-58.917,8.185,2.4,66.992,12,3.328,0,0.004992389707834634,0,Đúng,-0.10007261029216537
-66.538,5.797,2.6,33.603,13,3.324,0,0.006848573801090607,0,Đúng,-0.0982164261989094
-63.636,9.047,2.2,81.855,11,3.349,0,0.0025717679235604564,0,Đúng,-0.10249323207643955
-58.0,7.131,3.0,50.857,15,3.373,1,0.0037226908166500036,0,Sai,-0.10134230918335001
-64.25,6.386,1.6,40.786,8,3.353,0,0.0012892227832181616,0,Đúng,-0.10377577721678184
-62.727,6.958,2.2,48.418,11,3.417,0,0.0012222922966768066,0,Đúng,-0.1038427077033232
-61.417,6.802,2.4,46.265,12,3.394,0,0.001273963736594706,0,Đúng,-0.1037910362634053
-58.833,6.463,1.2,41.767,6,3.464,0,0.002866600011020575,0,Đúng,-0.10219839998897944
-62.625,8.847,1.6,78.268,8,3.431,0,0.0015715363477180457,0,Đúng,-0.10349346365228196
-55.667,4.844,1.2,23.467,6,3.496,0,0.00955865380027241,0,Đúng,-0.0955063461997276
-59.333,7.314,1.8,53.5,9,3.473,0,0.001819069616091712,0,Đúng,-0.1032459303839083
-38.264,4.65,10.6,21.621,53,3.263,1,1.216035080084344,1,Đúng,1.110970080084344
-66.286,8.686,2.8,75.451,14,3.424,0,0.004096503010098438,0,Đúng,-0.10096849698990157
-61.0,7.502,3.0,56.286,15,3.362,0,0.003557341103675393,0,Đúng,-0.10150765889632461
-63.625,6.14,1.6,37.696,8,3.338,0,0.002882517900331952,0,Đúng,-0.10218248209966806
-63.273,7.309,2.2,53.418,11,3.445,0,0.0020181527334870272,0,Đúng,-0.10304684726651298
-59.267,4.992,3.0,24.924,15,3.358,0,0.012066725197667659,0,Đúng,-0.09299827480233235
-64.167,1.169,1.2,1.367,6,3.393,0,0.10883181839409158,1,Sai,0.00376681839409157
-59.636,7.298,2.2,53.255,11,3.296,0,0.002977288029699602,0,Đúng,-0.10208771197030041
-65.9,6.244,2.0,38.989,10,3.48,0,0.010503998875799893,0,Đúng,-0.09456100112420011
-62.125,8.56,1.6,73.268,8,3.299,0,0.001534325381498003,0,Đúng,-0.103530674618502
-57.889,10.362,1.8,107.361,9,3.413,0,0.02133744930928975,0,Đúng,-0.08372755069071025
-62.857,8.254,2.8,68.132,14,3.381,0,0.0017451034645354047,0,Đúng,-0.1033198965354646
-59.375,9.195,1.6,84.554,8,3.407,0,0.005848825213588681,0,Đúng,-0.09921617478641133
-63.0,6.564,2.4,43.091,12,3.396,0,0.0005259392132516547,0,Đúng,-0.10453906078674835
-64.571,6.579,1.4,43.286,7,3.372,0,0.0018404986407438244,0,Đúng,-0.10322450135925618
-62.308,5.105,2.6,26.064,13,3.514,0,0.011264468799418099,0,Đúng,-0.0938005312005819
-63.214,7.758,2.8,60.181,14,3.359,0,0.0006340421868426441,0,Đúng,-0.10443095781315737
-63.308,8.087,2.6,65.397,13,3.432,0,0.0010029326504357296,0,Đúng,-0.10406206734956427
-61.933,7.275,3.0,52.924,15,3.303,0,0.001551530130766092,0,Đúng,-0.10351346986923392
-63.571,7.822,2.8,61.187,14,3.316,0,0.0012370363168445714,0,Đúng,-0.10382796368315543
-59.647,6.113,3.4,37.368,17,3.459,1,0.00572524617902156,0,Sai,-0.09933975382097844
-58.6,5.32,1.0,28.3,5,3.538,0,0.005496295901272256,0,Đúng,-0.09956870409872776
-64.5,7.874,1.6,62.0,8,3.445,0,0.001337745262488265,0,Đúng,-0.10372725473751174
-66.25,9.939,1.6,98.786,8,3.432,0,0.011265524416386277,0,Đúng,-0.09379947558361373
-65.111,6.173,1.8,38.111,9,3.392,0,0.002319831815895647,0,Đúng,-0.10274516818410435
-62.846,6.731,2.6,45.308,13,3.447,0,0.004797245168836136,0,Đúng,-0.10026775483116387
-59.692,6.33,2.6,40.064,13,3.404,1,0.0038224799824522755,0,Sai,-0.10124252001754773
-64.556,7.091,1.8,50.278,9,3.406,0,0.0013278141887282857,0,Đúng,-0.10373718581127173
-61.833,6.047,1.2,36.567,6,3.414,0,0.0010817681081318987,0,Đúng,-0.1039832318918681
-60.8,7.887,1.0,62.2,5,3.333,0,0.001499194647074869,0,Đúng,-0.10356580535292513
